id,unit,name,start,end,agency,acres,cause,start_year,duration,map_date
RRU-41175,RIVERSIDE,JOHNSON RANCH VMP,2005-05-19,2005-06-01,CDF,417,PRESCRIBED,2005,14,2000-05-19
TUU-5938,TULARE,LEHIGH KERN #7,2005-06-02,2005-06-02,CDF/CC,800,HUMAN,2005,1,2000-06-02
RRU-46137,RIVERSIDE,STATE 783 (ELM),2005-06-02,2005-06-04,CDF,300,UNDET.,2005,3,2000-06-02
MMU-9861,MERCED,DOS AMIGOS,2005-06-03,2005-06-03,CDF,1232,VEHICLE,2005,1,2000-06-03
FKU-06116,FRESNO,FIVE,2005-06-04,2005-06-05,CDF,5514,VEHICLE,2005,2,2000-06-04
SCU-2125,STANISLAUS,SPERRY,2005-06-04,2005-06-04,CDF,1330,VEHICLE,2005,1,2000-06-04
SCU-2142,CONTRA COSTA,VASCO,2005-06-05,2005-06-05,CDF,320,VEHICLE,2005,1,2000-06-05
BDU-5678,SAN BERNARDINO,CITY (DULCE),2005-06-06,2005-06-07,LOCAL,625,HUMAN,2005,2,2000-06-06
BDU-6148,SAN BERNARDINO,PIONEER,2005-06-18,2005-06-19,CDF,1876,UNDET.,2005,2,2000-06-18
BDU-6587,SAN BERNARDINO,HACKBERRY ASSIST,2005-06-22,2005-06-27,NPS,71000,LIGHTNING,2005,6,2000-06-22
BDU-6312,SAN BERNARDINO,PARADISE,2005-06-22,2005-06-25,CDF,3082,UNDET.,2005,4,2000-06-22
RRU-52091,RIVERSIDE,SOBOBA,2005-06-22,2005-06-24,CDF,2000,EQUIP. USE,2005,3,2000-06-22
SCU-2567,CONTRA COSTA,BRAGDON,2005-07-01,2005-07-02,CDF,490,VEHICLE,2005,2,2000-07-01
MMU-11965,MADERA,BAILEY,2005-07-02,2005-07-02,CDF,1056,UNDET.,2005,1,2000-07-02
BDU-9126,LOS ANGELES,"ASSIST ""TOVEY""",2005-07-05,2005-07-06,CDF/CC,1200,UI,2005,2,2000-07-05
RRU-56179,RIVERSIDE,ASSIST ORC(YORBA LINDA),2005-07-05,2005-07-05,CDF/CC,1078,HUMAN,2005,1,2000-07-05
TUU-7505,TULARE,MILLWOOD,2005-07-07,2005-07-07,CDF,2600,ARSON,2005,1,2000-07-07
TUU-7893,TULARE,SQF NINE(NINE),2005-07-09,2005-07-09,USFS,1150,UI,2005,1,2000-07-09
TUU-7902,TULARE,HIGH,2005-07-09,2005-07-09,CDF/CC,971,UI,2005,1,2000-07-09
BDU-731,SAN BERNARDINO,SIERRA,2005-07-14,2005-07-15,CDF/CC,525,UI,2005,2,2000-07-14
SCU-2920,ALAMEDA,TESLA,2005-07-19,2005-07-20,CDF,6744,ARSON,2005,2,2000-07-19
TUU-8421,KERN,KRN-25 (CHINA LAKE),2005-07-19,2005-07-19,BLM,1282,HUMAN,2005,1,2000-07-19
SCU-2922,CONTRA COSTA,BRUNS,2005-07-20,2005-07-20,CDF,350,UNDET.,2005,1,2000-07-20
BDU-7673,SAN BERNARDINO,ASSIST-KINGSTON,2005-07-22,2005-07-23,BLM,3500,LIGHTNING,2005,2,2000-07-22
BDU-7661,INYO,ASSIST(PINYON COMPLEX),2005-07-22,2005-07-22,USFS,743,LIGHTNING,2005,1,2000-07-22
MMU-13780,MADERA,QUARTZ,2005-07-25,2005-07-27,CDF,550,EQUIP. USE,2005,3,2000-07-25
TGU-4548,TEHAMA,RANCH,2005-07-25,2005-07-25,CDF,430,VEHICLE,2005,1,2000-07-25
SCU-3058,ALAMEDA,KOOPMAN,2005-07-26,2005-07-26,CDF,430,ARSON,2005,1,2000-07-26
TUU-8868,TULARE,RED,2005-07-27,2005-07-28,CDF,870,EQUIP. USE,2005,2,2000-07-27
MMU-14173,MERCED,LAGUNA,2005-07-30,2005-07-30,CDF,447,VEHICLE,2005,1,2000-07-30
MMU-14337,MERCED,COWPIE(I5),2005-08-01,2005-08-01,CDF,3200,MISC,2005,1,2000-08-01
TCU-6468,CALAVERAS,WENTZEL,2005-08-01,2005-08-01,CDF,356,EQUIP. USE,2005,1,2000-08-01
BDU-8164,SAN BERNARDINO,ASSIST BDF (HALLORAN,2005-08-03,2005-08-03,NPS,1500,UI,2005,1,2000-08-03
LNU-5240,LAKE,"MNF ASSIST - DEER
FIER(DEER)",2005-08-09,2005-08-09,USFS,1700,HUMAN,2005,1,2000-08-09
TGU-4980,TEHAMA,36-2(36),2005-08-10,2005-08-11,CDF,2700,EQUIP. USE,2005,2,2000-08-10
MVU-6764,SAN DIEGO,"ASSIST#54
MSN#50885(SHOTHOLE)",2005-08-17,2005-08-17,DOD,350,N/A,2005,1,2000-08-17
MMU-15859,MADERA,ROAD 33(33),2005-08-21,2005-08-21,LOCAL,400,UNDET.,2005,1,2000-08-21
LMU-3444,MODOC,BLM-B4TX(BARREL),2005-08-22,2005-08-22,BLM,24800,LIGHTNING,2005,1,2000-08-22
NEU-14631,SIERRA,TNF-1215(HARDING),2005-08-24,2005-08-24,USFS,2270,HUMAN,2005,1,2000-08-24
TGU-5357,TEHAMA,FOLEY(ARTOIS),2005-08-25,2005-08-25,CDF,314,EQUIP. USE,2005,1,2000-08-25
RRU-71914,RIVERSIDE,ASSIST (BLAISDELL),2005-08-26,2005-08-30,BLM,5493,HUMAN,2005,5,2000-08-26
TGU-5384,TEHAMA,MANTON,2005-08-26,2005-08-29,CDF,1830,VEHICLE,2005,4,2000-08-26
MMU-18533,MADERA,MORGAN,2005-08-26,2005-08-26,LOCAL,500,LIGHTNING,2005,1,2000-08-26
MMU-16440,MARIPOSA,ENGINEERS,2005-08-29,2005-08-29,CDF,550,EQUIP. USE,2005,1,2000-08-29
FKU-10238,FRESNO,10238,2005-08-30,2005-08-30,LOCAL,1000,EQUIP. USE,2005,1,2000-08-30
BDU-9477,LA/KERN,"ASSIST ""GORMAN""",2005-09-03,2005-09-05,CDF/CC,2386,UI,2005,3,2000-09-03
BEU-3316,MONTEREY,CABEU003316(JOHNSO,2005-09-04,2005-09-05,CDF,1393,VEHICLE,2005,2,2000-09-04
MVU-7518,SAN DIEGO,VOLCAN,2005-09-06,2005-09-11,CDF,685,VEHICLE,2005,6,2000-09-06
BDU-12212,SAN BERNARDINO,KINGSTON 3,2005-09-12,2005-09-14,BLM,650,UI,2005,3,2000-09-12
LNU-6400,LAKE,CLOVER,2005-09-16,2005-09-17,CDF,751,UNDET.,2005,2,2000-09-16
SKU-4410,SISKIYOU,LICHENS,2005-09-17,2005-09-17,CDF,746.5,"DEBRIS
BURNING",2005,1,2000-09-17
TUU-11469,TULARE,PINE,2005-09-19,2005-09-19,CDF/CC,1600,UNDET.,2005,1,2000-09-19
MMU-18117,MERCED,LOS BANOS,2005-09-20,2005-09-20,CDF,900,LIGHTNING,2005,1,2000-09-20
MMU-18135,MARIPOSA,LA PALOMA,2005-09-20,2005-09-20,CDF,700,LIGHTNING,2005,1,2000-09-20
TUU-11723,KERN,KERN #44 (CRANE),2005-09-25,2005-09-25,CDF/CC,412,UI,2005,1,2000-09-25
BDU-10474,SAN BERNARDINO,ASSIST (TOPANGA),2005-09-28,2005-10-07,CDF/CC,24175,UI,2005,10,2000-09-28
RRU-81558,RIVERSIDE,STATE FIRE (SAN TIMOTEO),2005-09-28,2005-09-28,CDF,1100,MISC,2005,1,2000-09-28
BDU-10505,SAN BERNARDINO,ASSIST (THURMAN),2005-09-29,2005-09-29,USFS,935,UI,2005,1,2000-09-29
NEU-17311,PLACER,BREWER,2005-10-04,2005-10-04,LOCAL,400,UNDET.,2005,1,2000-10-04
RRU-83672,RIVERSIDE,WOODHOUSE,2005-10-05,2005-10-07,CDF,6500,RAILROAD,2005,3,2000-10-05
MMU-19165,MADERA,RIVER,2005-10-05,2005-10-05,LOCAL,6000,EQUIP. USE,2005,1,2000-10-05
MVU-8488,SAN DIEGO,BORDER #50,2005-10-05,2005-10-08,CDF,4103,UNDET.,2005,4,2000-10-05
LNU-7187,YOLO,RUMSEY SERIES #3,2005-10-11,2005-10-12,CDF,301,UNDET.,2005,2,2000-10-11
RRU-87002,RIVERSIDE,LOCAL LIGHTNING #1,2005-10-17,2005-10-17,LOCAL,500,LIGHTNING,2005,1,2000-10-17
TUU-13139,TULARE,ALPAUGH,2005-10-28,2005-10-28,LOCAL,330,UNDET.,2005,1,2000-10-28
SHF-2589,SHASTA,BAGLEY,2005-11-08,2005-11-08,USFS,468,UNDET.,2005,1,2000-11-08
SLU-040555,VENTURA,ASSIST #57 SCHOOL FI,2005-11-18,2005-11-19,CDF/CC,3891,UNDET.,2005,2,2000-11-18
BDU-861,SAN BERNARDINO,PLUNGE,2006-01-22,2006-02-02,USFS,485,UI,2006,12,2000-01-22
RRU-10978,RIVERSIDE/ORANGE,ASSIST CNF (SIERRA),2006-02-06,2006-02-06,USFS,10584,HUMAN,2006,1,2000-02-06
SKU-906,SISKIYOU,COMMAND),2006-02-25,2006-02-27,CDF,3019,MISC,2006,3,2000-02-25
FKU-3779,FRESNO,ALMAZAN (TORCH),2006-05-13,2006-05-14,CDF,1964,EQUIP. USE,2006,2,2000-05-13
BTU-8035,PLUMAS,ASSIST (GREASE),2006-05-16,2006-05-16,USFS,366,UI,2006,1,2000-05-16
SCU-3133,STANISLAUS,STUHR,2006-05-26,2006-05-26,CDF,1418,VEHICLE,2006,1,2000-05-26
MMU-5956,MERCED,BILLY,2006-05-26,2006-05-26,CDF,753,EQUIP. USE,2006,1,2000-05-26
TUU-5529,TULARE,ALPAUGH,2006-05-27,2006-05-27,LOCAL,1700,EQUIP. USE,2006,1,2000-05-27
RRU-44512,RIVERSIDE,HIGHWAY,2006-05-27,2006-05-28,CDF,400,HUMAN,2006,2,2000-05-27
RRU-45343,RIVERSIDE,SKINNER,2006-05-30,2006-05-30,CDF,317,HUMAN,2006,1,2000-05-30
RRU-46680,RIVERSIDE,CORT (COURT),2006-06-03,2006-06-04,CDF,362,EQUIP. USE,2006,2,2000-06-03
FKU-4598,FRESNO,RIFLE RANGE (AUBERR,2006-06-04,2006-06-04,CDF,371,AMMUNITION,2006,1,2000-06-04
BDU-5805,INYO,ABERDEEN,2006-06-07,2006-06-07,CDF,357,LIGHTNING,2006,1,2000-06-07
FKU-4708,FRESNO,FKU-4708,2006-06-07,2006-06-07,LOCAL,300,VEHICLE,2006,1,2000-06-07
BDU-5867,SAN BERNARDINO,ARRASTRE,2006-06-09,2006-06-10,USFS,361,LIGHTNING,2006,2,2000-06-09
SCU-3533,SAN JOAQUIN,PETZ,2006-06-10,2006-06-10,CDF,335,VEHICLE,2006,1,2000-06-10
TUU-6585,TULARE,STOKES,2006-06-17,2006-06-17,CDF,320,ARSON,2006,1,2000-06-17
SLU-4715  185,SANTA BARBARA,PERKINS,2006-06-19,2006-06-26,USFS,14988,HUMAN,2006,8,2000-06-19
CDF-262,"ENSENADA, B.C.",BAJA CALIFORNIA-MEXI,2006-06-20,2006-06-25,MEXICO,4000,UI,2006,6,2000-06-20
TUU-6967,TULARE,W,2006-06-24,2006-06-24,CDF,800,ARSON,2006,1,2000-06-24
LMU-2330,LASSEN,OBSERVATION COMPLE,2006-06-25,2006-06-30,BLM,4300,LIGHTNING,2006,6,2000-06-25
BDU-6570,INYO,GOODALE,2006-06-26,2006-06-29,CDF,3750,LIGHTNING,2006,4,2000-06-26
LMU-2372,LASSEN,CHENEY,2006-06-26,2006-06-27,CDF,600,LIGHTNING,2006,2,2000-06-26
LMU-2420,LASSEN,LGT #22 (3-9),2006-06-26,2006-06-27,CDF,504,LIGHTNING,2006,2,2000-06-26
LMU-2394,MODOC,LGT. #17,2006-06-26,2006-06-27,CDF,500,LIGHTNING,2006,2,2000-06-26
LMU-2803,MODOC,MDF-276 MILLER COMPL,2006-06-26,2006-07-03,USFS,300,LIGHTNING,2006,8,2000-06-26
TGU-4055,TEHAMA,BOLLY),2006-06-27,2006-06-27,USFS,1247,LIGHTNING,2006,1,2000-06-27
LMU-2478,MODOC,3-23,2006-06-27,2006-06-27,CDF,450,LIGHTNING,2006,1,2000-06-27
SCU-4033,STANISLAUS,DEL PUERTO,2006-06-30,2006-07-03,CDF,2590,DEBRIS,2006,4,2000-06-30
SCU-4078,SAN JOAQUIN,CORRAL,2006-07-02,2006-07-02,CDF,460,ARSON,2006,1,2000-07-02
TCU-5732,TUOLUMNE,PEDRO,2006-07-03,2006-07-05,CDF,2000,MISC.,2006,3,2000-07-03
BDU-10778,SAN BERNARDINO C,KINGSTON,2006-07-06,2006-07-12,CDF,488,LIGHTNING,2006,7,2000-07-06
BDU-7074,SAN BERNARDINO,PICO,2006-07-06,2006-07-07,LOCAL,420,UI,2006,2,2000-07-06
RRU-57746,RIVERSIDE,PUSHWALLA COMPLEX,2006-07-07,2006-07-10,USFS,2000,LIGHTNING,2006,4,2000-07-07
BDU-7229,SAN BERNARDINO,SAWTOOTH COMPLEX,2006-07-09,2006-07-20,CDF,62000,LIGHTNING,2006,12,2000-07-09
SCU-4303,STANISLAUS,CANYON,2006-07-09,2006-07-17,CDF,34000,EQUIP. USE,2006,9,2000-07-09
RRU-59480,RIVERSIDE,MILLARD FIRE ASSIST,2006-07-09,2006-07-09,USFS,24210,LIGHTNING,2006,1,2000-07-09
LMU-2802,MODOC,MDF-242 (HAPPY COMP,2006-07-09,2006-07-09,USFS,1780,LIGHTNING,2006,1,2000-07-09
TUU-7901,KERN,ARCO,2006-07-09,2006-07-12,CDF,698,UI,2006,4,2000-07-09
SCU-4345,ALAMEDA,MIDWAY,2006-07-11,2006-07-11,CDF,6400,UNDET.,2006,1,2000-07-11
BBD-2110,SAN LUIS OBISPO,BECK,2006-07-11,2006-07-12,BLM,1500,UI,2006,2,2000-07-11
BDU-7456,SAN BERNARDINO,EDGEMONT,2006-07-14,2006-07-15,CDF,575,ELEC. POW.,2006,2,2000-07-14
MMU-8565,MADERA,SQUIRREL,2006-07-14,2006-07-14,LOCAL,500,VEHICLE,2006,1,2000-07-14
LNU-5007,LAKE,29,2006-07-17,2006-07-21,CDF,550,VEHICLE,2006,5,2000-07-17
BTU-8059,BUTTE,SKYWAY 2,2006-07-17,2006-07-17,CDF,451,VEHICLE,2006,1,2000-07-17
MEU-5124,MENDOCINO,GEYSERS,2006-07-17,2006-07-17,CDF,321,UNDET.,2006,1,2000-07-17
LMU-2968,LASSEN,CREEK,2006-07-18,2006-07-21,CDF,1234,UNDET.,2006,4,2000-07-18
TUU-8471,TULARE,COYTOE,2006-07-20,2006-07-21,CDF,1325,LIGHTNING,2006,2,2000-07-20
MVU-6638,SAN DIEGO,BORDER FIRE # 16,2006-07-20,2006-07-20,CDF,315,UNDET.,2006,1,2000-07-20
MMU-8926,MERCED,OLIVE,2006-07-21,2006-07-21,LOCAL,25007,MISC.,2006,1,2000-07-21
KNP-26,FRESNO,BURNT,2006-07-21,2006-07-21,NPS,627,LIGHTNING,2006,1,2000-07-21
BEU-2665,MONTEREY,CABEU-002665 (RICCO),2006-07-22,2006-07-27,CDF,14506,LIGHTNING,2006,6,2000-07-22
BDU-7845,SAN BERNARDINO,WHISPERING PINES,2006-07-22,2006-07-26,CDF/NPS,993,LIGHTNING,2006,5,2000-07-22
BDU-7798,SAN BERNARDINO,RAMP FIRE,2006-07-22,2006-07-22,USFS,448,HUMAN,2006,1,2000-07-22
TUU-9072,KERN,RIDGE,2006-07-22,2006-07-28,CDF,445,LIGHTNING,2006,7,2000-07-22
SKU-3497,SISKIYOU,UNCLES COMPLEX,2006-07-23,2006-10-31,USFS,30454,LIGHTNING,2006,101,2000-07-23
RRU-6747,SAN DIEGO,ASSIST 103 (HORSE),2006-07-23,2006-08-01,USFS,16681,HUMAN,2006,10,2000-07-23
SKU-3536,SISKIYOU,HAPPY CAMP,2006-07-23,2006-09-24,USFS,3318,LIGHTNING,2006,64,2000-07-23
SLU-5902,SAN LUIS OBISPO,"""Y""",2006-07-23,2006-07-23,CDF,660,ELEC. POW.,2006,1,2000-07-23
TUU11375,KERN,SCOTT,2006-07-23,2006-07-23,CDF,600,LIGHTNING,2006,1,2000-07-23
RRU-62919,RIVERSIDE,COYOTE FIRE,2006-07-23,2006-07-26,CDF,467,LIGHTNING,2006,4,2000-07-23
SRF-997,HUMBOLDT & SISKIY,ORLEANS COMPLEX,2006-07-24,2006-09-30,USFS,15710,LIGHTNING,2006,69,2000-07-24
TUU-11376,KERN,MT. PINOS LIGHTNING C,2006-07-24,2006-07-29,CDF,3194,LIGHTNING,2006,6,2000-07-24
HUU-5068,TRINITY,PANTHER,2006-07-24,2006-08-07,USFS,904,LIGHTNING,2006,15,2000-07-24
BDU-10779,LOS ANGELES,EMPIRE,2006-07-25,2006-07-25,CDF,1094,LIGHTNING,2006,1,2000-07-25
SKU-3541,SISKIYOU,LAKIN,2006-07-25,2006-08-01,USFS,480,LIGHTNING,2006,8,2000-07-25
MEU-5437,MENDOCINO,HUNTER,2006-07-26,2006-07-26,USFS,16296,LIGHTNING,2006,1,2000-07-26
SKU-3583,SISKIYOU,HOY,2006-07-26,2006-07-28,CDF,1283,ELEC. POW.,2006,3,2000-07-26
MMU-9238,MADERA,RAYMOND,2006-07-26,2006-07-26,CDF,477,SMOKING,2006,1,2000-07-26
SHU-7170,TRINITY,BAR COMPLEX,2006-07-27,2006-07-27,USFS,100414,LIGHTNING,2006,1,2000-07-27
LMU-3200,MODOC,MDF- 484 (SAGE),2006-07-27,2006-08-05,USFS,4855,LIGHTNING,2006,10,2000-07-27
SHU-5863,TRINITY,JUNCTION,2006-07-29,2006-07-29,CDF,3126,MISC.,2006,1,2000-07-29
SLU-6169,SAN LUIS OBISPO,ANTELOPE,2006-08-01,2006-08-01,CDF,400,UNDET.,2006,1,2000-08-01
TGU-5100,TEHAMA,MNF ASSIST (KINGSLEY,2006-08-02,2006-08-02,USFS,6854,LIGHTNING,2006,1,2000-08-02
TUU-9299,KERN,COTTONWOOD,2006-08-05,2006-08-06,BLM,2346,UI,2006,2,2000-08-05
BDU-7707,SAN BERNARDINO,COVINGTON,2006-08-07,2006-08-07,NPS,532,LIGHTNING,2006,1,2000-08-07
RRU-67809,RIVERSIDE,GOLF,2006-08-08,2006-08-10,CDF,800,EQUIP. USE,2006,3,2000-08-08
RRU-69073,RIVERSIDE,GILAMN (GILMAN),2006-08-12,2006-08-13,CDF,300,EQUIP. USE,2006,2,2000-08-12
BDU-10792,LOS ANGELES,QUAIL,2006-08-13,2006-08-16,CDF,4864,UI,2006,4,2000-08-13
NEU-15663,YUBA COUNTY,MARYSVILLE,2006-08-16,2006-08-17,CDF,388,UNDET.,2006,2,2000-08-16
MMU-10498,MARIPOSA,BOUNDARY,2006-08-21,2006-08-22,NPS,536,HUMAN,2006,2,2000-08-21
BDU-9392,SAN BERNARDINO,EMERALD,2006-08-29,2006-08-29,CDF/LRA,921,SHOOTERS,2006,1,2000-08-29
SHU-7012,TRINITY,PIGEON,2006-09-02,2006-10-16,USFS,6452,HUMAN,2006,45,2000-09-02
NEU-17281,PLACER,RALSTON,2006-09-05,2006-09-18,USFS,8423,UI,2006,14,2000-09-05
BDU-10098,MONO COUNTY,ASSIST (SAWMILL),2006-09-14,2006-09-15,USFS,7434,HUMAN,2006,2,2000-09-14
RRU-79592,RIVERSIDE,ORCHARD,2006-09-16,2006-09-16,CDF,1580,UNDET.,2006,1,2000-09-16
RRU-79875,RIVERSIDE,RANCH,2006-09-17,2006-09-17,CDF,1670,UNDET.,2006,1,2000-09-17
BDU-10271,SAN BERNARDINO,PINNACLES,2006-09-19,2006-09-21,USFS,2370,UI,2006,3,2000-09-19
NEU-18269,SIERRA,BASSETTS,2006-09-19,2006-09-26,USFS,2114,UI,2006,8,2000-09-19
LNU-7269,YOLO,82,2006-09-22,2006-09-22,CDF,500,UNDET.,2006,1,2000-09-22
LNU-7284,NAPA,NAPA,2006-09-22,2006-09-24,CDF,387,ELEC. POW.,2006,3,2000-09-22
MEU-7298,MENDOCINO,NOBLE,2006-09-24,2006-09-30,CDF,1014,UNDET.,2006,7,2000-09-24
FKU-9073,FRESNO,ADAMS,2006-09-24,2006-09-24,LOCAL,800,DEBRIS,2006,1,2000-09-24
MMU-12758,MARIPOSA,NA,2006-10-07,2006-10-07,CDF,450,UNDET.,2006,1,2000-10-07
SLU-8061,SAN LUIS OBISPO,"CUYAM,A",2006-10-09,2006-10-10,CDF,850,UI,2006,2,2000-10-09
SNF-2579,FRESNO,RUBE,2006-10-10,2006-10-10,USFS,341,LIGHTNING,2006,1,2000-10-10
RRU-87499,RIVERSIDE,SUNRISE,2006-10-13,2006-10-14,CDF,497,VEHICLE,2006,2,2000-10-13
FKU-10105,FRESNO,PHELPS,2006-10-25,2006-10-25,CDF,1600,EQUIP. USE,2006,1,2000-10-25
RRU-09//90,RIVERSIDE,ESPERANZA,2006-10-26,2006-10-31,CDF,40200,ARSON,2006,6,2000-10-26
BCD-44185,SAN BERNARDINO,SIERRA,2006-11-06,2006-11-07,USFS,640,HUMAN,2006,2,2000-11-06
VNC-3565,VENTURA,SHEKELL,2006-12-03,2006-12-05,CDF,13600,UI,2006,3,2000-12-03
BDC-48105,SAN BERNARDINO,CITRUS,2006-12-04,2006-12-04,USFS,525,UI,2006,1,2000-12-04
KRN-035228,KERN,WESTSIDE,2006-12-07,2006-12-09,CDF,4025,UI,2006,3,2000-12-07
RRU-1600,RIVERSIDE,MOCKINGBIRD,2007-01-05,2007-01-06,CDF,671,EQUIP. USE,2007,2,2000-01-05
SLU-338,SAN LUIS OBISPO,DIABLO,2007-01-14,2007-01-16,CDF,332,STRUCTURE EXPOS,2007,3,2000-01-14
RRU-19979,RIVERSIDE,ALESSANDRO,2007-03-04,2007-03-04,CDF,680,UNDET.,2007,1,2000-03-04
ORC-16557,ORANGE,241 FIRE,2007-03-11,2007-03-13,CDF,2036,HUMAN,2007,3,2000-03-11
RRU-22254,RIVERSIDE,SIERRA,2007-03-11,2007-03-12,CDF,1044,ARSON,2007,2,2000-03-11
FKU-2844,FRESNO,LITTLE 5,2007-03-22,2007-03-23,CDF,300,OTHER,2007,2,2000-03-22
BDC-13362,SAN BERNARDINO,LAS FLORES,2007-03-31,2007-04-01,LOCAL,4100,UI,2007,2,2000-03-31
CDD-4439,MONO,WALKER,2007-04-06,2007-04-08,BLM,901,UI,2007,3,2000-04-06
DVP-4840,INYO,GOLDEN,2007-04-14,2007-04-15,NPS,1988,UI,2007,2,2000-04-14
RRU-37425,RIVERSIDE,RIVER DAY,2007-04-28,2007-04-29,LOCAL,488,UNDET.,2007,2,2000-04-28
BBD-817,KERN,JAMES,2007-04-29,2007-05-03,BLM,1350,UI,2007,5,2000-04-29
RRU-40815,RIVERSIDE,DAWSON,2007-05-08,2007-05-09,CDF,990,EQUIP. USE,2007,2,2000-05-08
LFD-0648,LOS ANGELES,GRIFFITH PARK,2007-05-08,2007-05-11,LOCAL,817,UI,2007,4,2000-05-08
LAC-102481,LOS ANGELES,ISLAND,2007-05-10,2007-05-15,CDF,4750,UI,2007,6,2000-05-10
BBD-920,KERN,WOFFORD,2007-05-13,2007-05-15,BLM,525,UI,2007,3,2000-05-13
LNU-3042,YOLO,BRAYE,2007-05-18,2007-05-22,CDF,450,UNDET.,2007,5,2000-05-18
LAC-7109398,LOS ANGELES,GORMAN,2007-05-19,2007-05-22,CDF,2050,UI,2007,4,2000-05-19
MMU-5998,MADERA,HWY 41,2007-05-20,2007-05-20,CDF,338,UNDET.,2007,1,2000-05-20
SHF-719,SHASTA,BOLLI,2007-05-22,2007-05-27,USFS,730,UI,2007,6,2000-05-22
BTU-5890,BUTTE,HONEY,2007-05-22,2007-05-23,CDF,726,MISC.,2007,2,2000-05-22
TUU-5701,TULARE,HORSE,2007-05-28,2007-05-30,CDF,410,ARSON,2007,3,2000-05-28
SQF-1317,TULARE,GOLDLEDGE,2007-06-03,2007-06-28,USFS,4196,UI,2007,26,2000-06-03
TUU-5940,TULARE,SHANNON,2007-06-03,2007-06-04,CDF,2140,EQUIP. USE,2007,2,2000-06-03
MVU-5376,IMPERIAL MVU,INKOPAH,2007-06-05,2007-06-06,CDF,1500,UNDET.,2007,2,2000-06-05
TIA-1390,TULARE,OAK,2007-06-11,2007-06-17,BIA,500,UI,2007,7,2000-06-11
TGU-4063,TEHAMA,DYE,2007-06-13,2007-06-16,CDF,387,CAMPFIRE,2007,4,2000-06-13
LMU-2692,LASSEN,PINE,2007-06-23,2007-06-23,CDF,314,DEBRIS,2007,1,2000-06-23
KRN-18055,KERN,WHITE,2007-06-24,2007-07-03,CDF,12454,UI,2007,10,2000-06-24
TMU-11011,EL DORADO,ANGORA,2007-06-24,2007-07-02,USFS,3100,CAMPFIRE,2007,9,2000-06-24
KRN-17959,KERN,MOUNTAIN,2007-06-24,2007-06-25,CDF,761,UI,2007,2,2000-06-24
TGU-4489,TEHAMA,"CONNER, W",2007-06-28,2007-06-28,CDF,446,EQUIP. USE,2007,1,2000-06-28
LPF-980,SANTA BARBARA,RANCHO,2007-06-30,2007-07-03,USFS,482,UI,2007,4,2000-06-30
SBC-5316,SANTA BARBARA,ZACA,2007-07-04,2007-09-02,CDF,240207,HUMAN,2007,61,2000-07-04
PNF-396,PLUMAS,ANTELOPE COMPLEX,2007-07-05,2007-07-13,USFS,22902,LIGHTNING,2007,9,2000-07-05
BDU-7330,SAN BERNARDINO,MERIDIAN,2007-07-05,2007-07-06,CDF,467,LIGHTNING,2007,2,2000-07-05
INF-783,INYO,INYO COMPLEX,2007-07-06,2007-07-16,USFS,35176,LIGHTNING,2007,11,2000-07-06
TIA-1875,TULARE,ROCK 2,2007-07-06,2007-07-07,USFS,1005,UI,2007,2,2000-07-06
LAC-7148415,LOS ANGELES,CANYON,2007-07-07,2007-07-08,CDF,815,UI,2007,2,2000-07-07
KNF-3176,SISKIYOU,ELK COMPLEX,2007-07-10,2007-09-15,USFS,17684,LIGHTNING,2007,68,2000-07-10
MDF-359,MODOC,FLETCHER,2007-07-10,2007-07-19,USFS,8121,UI,2007,10,2000-07-10
SHU-5201,SHASTA,POWER,2007-07-10,2007-07-12,CDF,776,UNDET.,2007,3,2000-07-10
INF-801,MONO,JUNE,2007-07-10,2007-07-12,USFS,680,LIGHTNING,2007,3,2000-07-10
MEU-5025,MENDOCINO,PASS,2007-07-10,2007-07-16,CDF,443,UNDET.,2007,7,2000-07-10
KNF-3238,SISKIYOU,CHINA-BACK COMPLEX,2007-07-13,2007-07-21,USFS,2906,LIGHTNING,2007,9,2000-07-13
KRN-721415,KERN,DIGIER,2007-07-21,2007-07-22,CDF,364,UI,2007,2,2000-07-21
BTU-9279,BUTTE,32,2007-08-03,2007-08-07,CDF,382,UI,2007,5,2000-08-03
BTU-9467,BUTTE,BANGOR,2007-08-07,2007-08-07,CDF,1057,ARSON,2007,1,2000-08-07
FKU-8730,KINGS,TAR,2007-08-10,2007-08-19,CDF,5644,ARSON,2007,10,2000-08-10
SKU-3868,SISKIYOU,BEAR,2007-08-13,2007-08-17,CDF,841,EQUIP. USE,2007,5,2000-08-13
LNU-5933,YOLO,HWY 128,2007-08-14,2007-08-15,CDF,400,SMOKING,2007,2,2000-08-14
TCU-7609,STANISLAUS,DUNTON,2007-08-16,2007-08-16,CDF,540,EQUIP. USE,2007,1,2000-08-16
SBC-6785,SANTA BARBARA,CEMETARY,2007-08-20,2007-08-22,CDF,450,UI,2007,3,2000-08-20
SQF-2842,TULARE,VISTA,2007-08-22,2007-08-26,USFS,420,UI,2007,5,2000-08-22
SQF-2947,TULARE,GROUSE,2007-08-27,2007-09-08,USFS,1022,LIGHTNING,2007,13,2000-08-27
SHF-1882,TRINITY,WALLOW,2007-08-29,2007-09-03,USFS,1440,UI,2007,6,2000-08-29
SHF-1912,TEHAMA,LAZY,2007-08-29,2007-09-09,USFS,599,LIGHTNING,2007,12,2000-08-29
