id,unit,name,start,end,agency,acres,cause,start_year,duration,map_date
NOD-2085,Lassen,Horse Complex,2002-07-15,2002-07-15,BLM,1580,Lightning,2002,1,2000-07-15
NOD-2085,Lassen,Horse Complex,2002-07-15,2002-07-15,BLM,1580,Lightning,2002,1,2000-07-15
SLU-4041,San Luis Obispo,HWY 58,2002-07-18,2002-07-19,CDF,1380,Arson,2002,2,2000-07-18
SLU-4041,San Luis Obispo,HWY 58,2002-07-18,2002-07-19,CDF,1380,Arson,2002,2,2000-07-18
TUU-7693,Tulare,McNally,2002-07-21,2002-09-03,USFS,150696,Human,2002,45,2000-07-21
TUU-7693,Tulare,McNally,2002-07-21,2002-09-03,USFS,150696,Human,2002,45,2000-07-21
TUU-7497,Kern,Deer,2002-07-21,2002-07-24,USFS,1800,Under Invest.,2002,4,2000-07-21
TUU-7497,Kern,Deer,2002-07-21,2002-07-24,USFS,1800,Under Invest.,2002,4,2000-07-21
SKU-3049,Siskiyou,Stanza,2002-07-26,2002-08-02,USFS,2880,Lightning,2002,8,2000-07-26
SKU-3049,Siskiyou,Stanza,2002-07-26,2002-08-02,USFS,2880,Lightning,2002,8,2000-07-26
AEU-11411,El Dorado,St. Pauli,2002-07-26,2002-07-28,USFS,320,Under Invest.,2002,3,2000-07-26
AEU-11411,El Dorado,St. Pauli,2002-07-26,2002-07-28,USFS,320,Under Invest.,2002,3,2000-07-26
HUU-3522,Del Norte,Shelly Creek,2002-07-28,2002-08-01,USFS,850,Under Invest.,2002,5,2000-07-28
HUU-3522,Del Norte,Shelly Creek,2002-07-28,2002-08-01,USFS,850,Under Invest.,2002,5,2000-07-28
MVU-5658,San Diego need exp,Pines,2002-07-29,2002-08-16,CDF,61690,Elec. Power,2002,19,2000-07-29
MVU-5658,San Diego need exp,Pines,2002-07-29,2002-08-16,CDF,61690,Elec. Power,2002,19,2000-07-29
SCU-3198,Contra Costa,Vasco,2002-08-05,2002-08-05,CDF,549,Undetermined,2002,1,2000-08-05
SCU-3198,Contra Costa,Vasco,2002-08-05,2002-08-05,CDF,549,Undetermined,2002,1,2000-08-05
LNU-6171,Napa,Pope,2002-08-09,2002-08-10,CDF,800,Equip. Use,2002,2,2000-08-09
LNU-6171,Napa,Pope,2002-08-09,2002-08-10,CDF,800,Equip. Use,2002,2,2000-08-09
BEU-3023,Monterey,Ft. Hunter Ligget,2002-08-10,2002-08-11,MIL,1400,Under Invest.,2002,2,2000-08-10
BEU-3023,Monterey,Ft. Hunter Ligget,2002-08-10,2002-08-11,MIL,1400,Under Invest.,2002,2,2000-08-10
RRU-58948,Riverside,Bryant,2002-08-11,2002-08-12,CDF,498,Play/W/Fire,2002,2,2000-08-11
HUU-3893,Humboldt,Supply HIA Assist #1,2002-08-14,2002-08-18,BIA,410,Under Invest.,2002,5,2000-08-14
SLU-4854,San Luis Obispo,Redhill,2002-08-17,2002-08-19,USFS,715,Under Invest.,2002,3,2000-08-17
AEU-12859,El Dorado,Showers,2002-08-19,2002-08-21,USFS,384,Human,2002,3,2000-08-19
MVU-6486,San Diego,Assist #73,2002-08-24,2002-08-25,USFS,850,Undetermined,2002,2,2000-08-24
BDU-8188,San Bernardino,Lytle,2002-08-29,2002-09-04,USFS,554,Under Invest.,2002,7,2000-08-29
AEU-13579,El Dorado,Hickok,2002-08-31,2002-08-31,CDF,775,Play/W/Fire,2002,1,2000-08-31
BDU-8451,Los Angeles,Curve BDU8451 379,2002-09-01,2003-09-05,USFS,20857,Under Invest.,2002,370,2000-09-01
BDU-8584,Los Angeles,Freeway,2002-09-01,2002-09-03,CC,1043,Under Invest.,2002,3,2000-09-01
BDU-8585,Los Angeles,Leona,2002-09-03,2002-09-06,USFS,5124,Under Invest.,2002,4,2000-09-03
SHU-8454,Shasta,Squirrel,2002-09-03,2002-09-03,CDF,625,Smoking,2002,1,2000-09-03
BDU-8607,Los Angeles County,Mountain,2002-09-09,2002-09-11,CC,1200,Under Invest.,2002,3,2000-09-09
BDU-8607,Los Angeles County,Mountain,2002-09-09,2002-09-11,CC,1200,Under Invest.,2002,3,2000-09-09
BDU-8776,Los Angeles,Oasis Inc.,2002-09-14,2002-09-14,CC,1305,Under Invest.,2002,1,2000-09-14
BDU-8776,Los Angeles,Oasis Inc.,2002-09-14,2002-09-14,CC,1305,Under Invest.,2002,1,2000-09-14
MEU-7499,Mendocino,Burns,2002-09-19,2002-09-20,CDF,485,Undetermined,2002,2,2000-09-19
MEU-7499,Mendocino,Burns,2002-09-19,2002-09-20,CDF,485,Undetermined,2002,2,2000-09-19
BDU-9244,Los Angeles,Williams,2002-09-22,2002-10-07,CC,38094,Under Invest.,2002,16,2000-09-22
BDU-9244,Los Angeles,Williams,2002-09-22,2002-10-07,CC,38094,Under Invest.,2002,16,2000-09-22
SCU-4160,Santa Clara,Croy,2002-09-23,2002-09-28,CDF,3127,Elec. Power,2002,6,2000-09-23
SCU-4160,Santa Clara,Croy,2002-09-23,2002-09-28,CDF,3127,Elec. Power,2002,6,2000-09-23
BDU-9108,Inyo,Paiute,2002-09-24,2002-09-24,USFS,391,Human,2002,1,2000-09-24
BDU-9108,Inyo,Paiute,2002-09-24,2002-09-24,USFS,391,Human,2002,1,2000-09-24
LMU-3269,Lassen,Cone,2002-09-26,2002-09-30,USFS,2006,Under Invest.,2002,5,2000-09-26
LNU-8020,Yolo,Sixteen,2002-10-01,2002-10-02,CDF,1500,Undetermined,2002,2,2000-10-01
TGU-6124,Tehama,NA,2002-10-01,2002-10-01,CDF,300,Vehicle,2002,1,2000-10-01
TCU-9171,Calaveras,Sourgrass Complex,2002-11-25,2002-11-30,CDF,635,Debris Burning,2002,6,2000-11-25
SNF-1576,Madera,Rock Creek 2,2002-11-25,2002-11-27,USFS,415,NA,2002,3,2000-11-25
AEU-18819,El Dorado,Plum,2002-11-26,2002-11-28,USFS,1765,NA,2002,3,2000-11-26
BDU-1061,Los Angeles,Assist (Pacific),2003-01-06,2003-01-07,CC,1300,n/a,2003,2,2000-01-06
RRU-15024,Riverside,Local,2003-02-23,2003-02-23,Local,12000,Escape,2003,1,2000-02-23
BDU-3731,Mono,Lundy,2003-04-24,2003-04-26,Local,600,n/a,2003,3,2000-04-24
TUU-4174,Tulare,Delima,2003-05-03,2003-05-03,Local,3000,Misc.,2003,1,2000-05-03
BEU-1514,San Benito,New Idria/Griswold,2003-05-18,2003-05-18,USFS,628,Vehicle,2003,1,2000-05-18
FKU-6009,Fresno,FKU-6009,2003-05-28,2003-05-28,Local,1000,Smoking,2003,1,2000-05-28
SCU-1735,Stanislaus,Del Puerto Cyn.,2003-05-29,2003-06-01,CDF,597,Equip. Use,2003,4,2000-05-29
SCU-1791,San Joaquin,Bird,2003-06-01,2003-06-01,CDF,6804,Equip. Use,2003,1,2000-06-01
MMU-9021,Merced,Fish (McNamera),2003-06-02,2003-06-02,Local,650,Debris Burning,2003,1,2000-06-02
MMU-9232,Merced,SNF Assist (165),2003-06-05,2003-06-10,USFS,300,n/a,2003,6,2000-06-05
TUU-5638,Kern,Shallock,2003-06-06,2003-06-06,CC,564,vehicle,2003,1,2000-06-06
TGU-3255,Tehama,Gyle,2003-06-10,2003-06-10,Local,300,Equip. Use,2003,1,2000-06-10
MMU-9901,Merced,152,2003-06-15,2003-06-16,CDF,1558,Munition,2003,2,2000-06-15
TUU-6106,Kern,Caliente,2003-06-16,2003-06-17,CC,1223,n/a,2003,2,2000-06-16
MVU-4134,San Diego,Sycamore,2003-06-17,2003-06-18,CDF,404,n/a,2003,2,2000-06-17
BDU-11055,Inyo NF,Assist ABC Misc.,2003-06-18,2003-06-22,USFS,1173,Lightning,2003,5,2000-06-18
FKU-7076,Fresno,FKU-7076,2003-06-19,2003-06-19,Local,15000,Hostile Fire,2003,1,2000-06-19
MMU-10475,Madera,26 Fire,2003-06-23,2003-06-23,CDF,700,Undetermined,2003,1,2000-06-23
TGU-003554,Tehama,Nature,2003-06-23,2003-06-23,CDF,610,Undetermined,2003,1,2000-06-23
BTU-006701,Butte,Hwy 70,2003-06-24,2003-06-24,Local,368,Vehicle,2003,1,2000-06-24
RRU-48718,Riverside,Sawmill,2003-06-26,2003-07-01,CC,536,n/a,2003,6,2000-06-26
TUU-6501,Kern,Kern #8 (Martinez #2),2003-06-26,2003-06-27,CDF,329,n/a,2003,2,2000-06-26
TUU-6588,Tulare,Chimney,2003-06-28,2003-06-29,BIA,565,n/a,2003,2,2000-06-28
TUU-76655,Kern,Tejon,2003-06-29,2005-06-29,CC,1155,n/a,2003,732,2000-06-29
LNU-04073,Yolo,Capay,2003-06-29,2003-06-29,CDF,400,Smoking,2003,1,2000-06-29
HUU-2762,Humboldt,Friday,2003-06-29,2003-06-30,USFS,389,n/a,2003,2,2000-06-29
MMU-01108,Merced,I-5,2003-06-30,2003-06-30,CDF,1000,Campfire,2003,1,2000-06-30
LNU-004146,Lake,Forty,2003-07-01,2003-07-01,CDF,300,Arson,2003,1,2000-07-01
LMU-001784,Lassen,A-3,2003-07-02,2003-07-02,CDF,1100,Vehicle,2003,1,2000-07-02
BEU-002241,San Benito,Dain,2003-07-02,2003-07-02,CDF,500,Equip. Use,2003,1,2000-07-02
BEU-002235,San Benito,Hwy 25,2003-07-02,2003-07-02,Local,360,Vehicle,2003,1,2000-07-02
RRU-050488,Riverside,State Fire,2003-07-03,2003-07-03,CDF,855,Smoking,2003,1,2000-07-03
MMU-00112,Mariposa,Hunter #9,2003-07-03,2003-07-04,CDF,641,Equip. Use,2003,2,2000-07-03
RRU-50865,Riverside,Stage,2003-07-04,2003-07-04,CDF,1700,Vehicle,2003,1,2000-07-04
TUU-7195,Kern,Kern #10 (Pump),2003-07-07,2003-07-07,CC,747,Equip. Use,2003,1,2000-07-07
TUU-007233,Tulare,Frazier,2003-07-08,2003-07-07,CDF,699,Equipment,2003,0,2000-07-08
MMU-11745,Mariposa,YNP #1734 (Woodlot),2003-07-08,2003-07-11,NPS,458,Undetermined,2003,4,2000-07-08
MMU-11727,Madera,North Fork,2003-07-08,2003-07-10,CDF,360,Vehicle,2003,3,2000-07-08
TCU-4908,Stanislaus,CoopersTown #2,2003-07-12,2003-07-12,CDF,396,Equip. Use,2003,1,2000-07-12
TUU-7429,Tulare,Castle,2003-07-12,2003-07-12,CDF,320,Arson,2003,1,2000-07-12
TCU-004924,Stanislaus,Greig,2003-07-13,2003-07-13,CDF,420,Vehicle,2003,1,2000-07-13
TUU-7593,Kern,Kern #14 (Hillside),2003-07-15,2003-07-16,CC,835,Equip. Use,2003,2,2000-07-15
MVU-5044,San Diego,Coyote,2003-07-16,2003-07-26,CDF,18705,Lightning,2003,11,2000-07-16
MMU-12479,Merced,Grant,2003-07-18,2003-07-18,Local,500,Undetermined,2003,1,2000-07-18
NEU-10647,Nevada,TNF (Chilcoot Comple,2003-07-20,2003-07-23,USFS,5693,Lightning,2003,4,2000-07-20
SCU-2846,Stanislaus,Del Puerto,2003-07-20,2003-07-22,CDF,5170,Lightning,2003,3,2000-07-20
TCU-417,Tuolumne,STF #8 (Mountain Co,2003-07-20,2003-10-03,USFS,3747,Lightning,2003,76,2000-07-20
TUU-7804,Kern,Grapevine Kern #15,2003-07-20,2003-07-20,CC,1830,Undetermined,2003,1,2000-07-20
SLU-5133,San Luis Obispo,Parkhill,2003-07-20,2003-07-22,CDF,1200,Vehicle,2003,3,2000-07-20
LMU_2117,Lassen,BLM U575 (Ram),2003-07-20,2003-07-21,BLM,375,Lightning,2003,2,2000-07-20
LMU-2135,Lassen,BLM-U580/Smoke,2003-07-21,2003-07-25,BLM,8010,Lightning,2003,5,2000-07-21
RRU-56005,Riverside,Local,2003-07-22,2003-07-22,Local,2020,Undetermined,2003,1,2000-07-22
LMU-2170,Lassen,Shinn BLM 590,2003-07-22,2003-07-22,BLM,950,Lightning,2003,1,2000-07-22
TUU-7957,Kern,Basin,2003-07-23,2003-07-25,CC,1002,n/a,2003,3,2000-07-23
RRU-056869,Riverside,Canyon,2003-07-25,2003-07-27,CDF,4336,Arson,2003,3,2000-07-25
MMU-13006,Madera,River,2003-07-25,2003-07-25,Local,300,Undetermined,2003,1,2000-07-25
TUU-8510,Kern,Little Kern (China),2003-07-30,2003-08-03,USFS,509,Lightning,2003,5,2000-07-30
SQF-002423,Tulare,TIA 2415 ( Cooney),2003-07-31,2003-08-27,USFS,1928,Lightning,2003,28,2000-07-31
LMU-2449,Modoc,BLM U 643 (Barber),2003-07-31,2003-08-01,BLM,1330,Lightning,2003,2,2000-07-31
SCU-3140,Stanislaus,Hoover,2003-08-04,2003-08-04,CDF,2000,Lightning,2003,1,2000-08-04
SLU-5785,San Luis Obispo,Chimney Incident,2003-08-10,2003-08-11,CDF,1500,Vehicle,2003,2,2000-08-10
RRU-63401,Riverside,Locust,2003-08-18,2003-08-20,CDF,1898,Rekindle,2003,3,2000-08-18
RRU-063409,Riverside,Local/Highway,2003-08-18,2003-08-18,Local,300,Arson,2003,1,2000-08-18
SCU-003460,Santa Clara,Plus,2003-08-20,2003-08-20,Local,500,Equipment,2003,1,2000-08-20
BDU-8826,Los Angeles,Alamos,2003-08-23,2003-08-24,USFS,300,Undetermined,2003,2,2000-08-23
SCU-003581,Santa Clara,Santa Clara Complex,2003-08-25,2003-09-02,CDF,30170,Lightning,2003,9,2000-08-25
TCU-006447,Tuolumne,Lightning 23,2003-08-26,2003-08-26,CDF,800,Lightning,2003,1,2000-08-26
MMU-15304,Mariposa,White Rock,2003-08-26,2003-08-26,CDF,640,Lightning,2003,1,2000-08-26
SCU-003566,Contra Costa,Pittsburg,2003-08-26,2003-08-26,CDF,300,Lightning,2003,1,2000-08-26
TUU-009571,Tulare,Smith,2003-08-27,2003-08-27,Local,320,Vehicle,2003,1,2000-08-27
NEU-13290,Placer,TNF 1993 (Cod Comp,2003-09-01,2003-09-01,USFS,830,Lightning,2003,1,2000-09-01
BDU-10212,Mono,Assist (Dexter),2003-09-02,2003-09-02,USFS,2515,Lightning,2003,1,2000-09-02
HUU-004501,"Humboldt
Glenn",Canoe,2003-09-03,2003-10-15,CDF,24882,Lightning,2003,43,2000-09-03
HUU-004435,Humboldt,Lightning Honeydew 4,2003-09-03,2003-09-03,CDF,13846,Lightning,2003,1,2000-09-03
TGU-5497,Glenn,MNF Assist (Grindsto,2003-09-03,2003-09-03,USFS,8019,Lightning,2003,1,2000-09-03
LNU-7125,Lake,MNF-964 Asst / Smok,2003-09-03,2003-09-10,USFS,3500,Lightning,2003,8,2000-09-03
LNU-6629,Yolo,40,2003-09-03,2003-09-03,CDF,1400,Arson,2003,1,2000-09-03
TGU-5488,NA,NA,2003-09-03,2003-09-04,CDF,400,Lightning,2003,2,2000-09-03
LNU-6644,Lake,SITES,2003-09-03,2003-09-04,CDF,390,Lightning,2003,2,2000-09-03
SHU-9940,Trinity,SHF Assist (Loma),2003-09-14,2003-09-22,USFS,3074,n/a,2003,9,2000-09-14
NEU-14547,Placer,Sierra (Rocklin Assis,2003-09-18,2003-09-18,LOCAL,594,Under Invest.,2003,1,2000-09-18
NEU-14547,Placer,Sierra (Rocklin Assis,2003-09-18,2003-09-18,LOCAL,594,Under Invest.,2003,1,2000-09-18
TUU-10986,Tulare,NPS #6 Paradise,2003-09-27,2003-10-19,NPS,1298,Lightning,2003,23,2000-09-27
TGU-6202,Tehama,MNF Assist (Spanish),2003-09-28,2003-10-02,USFS,6050,n/a,2003,5,2000-09-28
BDU-10299,San Bernardino,Gorman,2003-09-28,2003-09-29,CDF,300,Undetermined,2003,2,2000-09-28
BDU-10456,San Bernardino,Lytle,2003-10-01,2003-10-01,USFS,903,n/a,2003,1,2000-10-01
BDU-11262,San Bernardino,Grand Prix,2003-10-21,2003-11-05,CDF,66894,Undetermined,2003,16,2000-10-21
MVU-7975,San Diego,Assist 68 (Roblar 2),2003-10-21,2003-10-27,MIL,8592,n/a,2003,7,2000-10-21
RRU-81407,Riverside,Pass,2003-10-21,2003-10-23,CDF,2397,Arson,2003,3,2000-10-21
SLU-7808,Ventura,Piru,2003-10-23,2003-11-14,CC,63991,n/a,2003,23,2000-10-23
BDU-14164,Los Angeles,Assist Verdale,2003-10-24,2003-10-24,CC,8650,n/a,2003,1,2000-10-24
MVU-8126,San Diego,Cedar,2003-10-25,2003-11-04,USFS,273246,Human,2003,11,2000-10-25
SLU-7886,Ventura,Simi,2003-10-25,2003-11-03,CC,108204,n/a,2003,10,2000-10-25
MVU-008143,San Diego,Paradise,2003-10-26,2003-11-06,CDF,56700,Equip. Use,2003,12,2000-10-26
MVU-8151,San Diego,Mine,2003-10-26,2003-10-28,CDF,46000,Arson,2003,3,2000-10-26
RRU-082809,Riverside,Mountain,2003-10-26,2003-10-29,CDF,10000,Equip. Use,2003,4,2000-10-26
HUU-5720,Humboldt,Tuk,2003-10-26,2003-10-30,NPS,315,N/A,2003,5,2000-10-26
SHU-11176,Shasta,Whitmore,2003-10-27,2003-10-30,CDF,1200,Undetermined,2003,4,2000-10-27
MEU-9436,Mendocino,Pine,2003-11-26,2003-11-28,CDF,1200,Escape,2003,3,2000-11-26
LMU-4234,Modoc,Sand,2003-11-28,2003-11-29,USFS,300,Escape,2003,2,2000-11-28
BDF-3917,SAN BERNARDINO,UPPER SANTA ANA,2004-03-25,2004-03-26,USFS,350,ESCAPE,2004,2,2000-03-25
SHF-000443,TEHAMA,SHF ASSIST (HAMILTON),2004-04-09,2004-04-12,USFS,301,HUMAN,2004,4,2000-04-09
RRU-032913,RIVERSIDE,PLEASURE FIRE,2004-04-25,2004-04-26,CDF,2464,VEHICLE,2004,2,2000-04-25
RRU-35190,RIVERSIDE,EAGLE,2004-05-02,2004-05-07,CDF,8831,UNDETERMINED,2004,6,2000-05-02
MVU-003337,SAN DIEGO,ASSIST #31 (INDIA FIRE),2004-05-02,2004-05-03,MIL.,2040,UI,2004,2,2000-05-02
RRU-35197,RIVERSIDE,GAFFORD,2004-05-02,2004-05-03,CDF,450,UNDETERMINED,2004,2,2000-05-02
RRU-035517,RIVERSIDE,CERRITO FIRE 681,2004-05-03,2004-05-07,CDF,16460,UNDETERMINED,2004,5,2000-05-03
SLU-3169,SANTA BARBARA,ASSIST #6 (CACHUMA),2004-05-03,2004-05-07,LOC,1127,UI,2004,5,2000-05-03
RRU-35567,RIVERSIDE,SCHOOL INC.,2004-05-03,2004-05-03,CDF,377,DEBRIS,2004,1,2000-05-03
TUU-004886,TULARE,FRAZIER,2004-05-07,2004-05-07,CDF,750,EQUIP. USE,2004,1,2000-05-07
RRU-38418,RIVERSIDE,COTTONWOOD,2004-05-12,2004-05-15,CDF,1845,CAMPFIRE,2004,4,2000-05-12
CA-PNF-379,PLUMAS,COTTONWOOD,2004-05-18,2004-05-18,USFS,560,HUMAN,2004,1,2000-05-18
TUU-005509,TULARE,STAGE,2004-05-21,2004-05-21,CDF,313,POWERLINE,2004,1,2000-05-21
MMU-8972,MERCED,BASALT,2004-05-21,2004-05-21,CDF,300,EQUIP. USE,2004,1,2000-05-21
NEU-009119,YUBA,BEALE,2004-06-03,2004-06-03,CDF,300,POWERLINE,2004,1,2000-06-03
SCU-003038,SANTA CLARA,PRIDMORE,2004-06-04,2004-06-04,CDF,300,VEHICLE,2004,1,2000-06-04
SBC-4032,SANTA BARBARA,GAVIOTA,2004-06-05,2004-06-11,CC,7440,UI,2004,7,2000-06-05
TUU-006407,TULARE,CASTLE,2004-06-08,2004-06-08,CDF,571,UNDETERMINED,2004,1,2000-06-08
SNF-1029,MADERA,SOURCE,2004-06-16,2004-06-16,USFS,385,UI,2004,1,2000-06-16
TUU-6885,KERN,KERN #11 (WEST FIRE),2004-06-18,2004-06-18,CC,550,HUMAN,2004,1,2000-06-18
AEU-010202,AMADOR,MOKE ASSIST,2004-06-20,2004-06-20,USFS,400,UNDETERMINED,2004,1,2000-06-20
LMU-1852,LASSEN,SKEDADDLE,2004-06-22,2004-06-24,USFS,368,LIGHTNING,2004,3,2000-06-22
SQF-1461,TULARE,CRAG,2004-06-24,2004-06-24,USFS,871,LIGHTNING,2004,1,2000-06-24
FKU-007654,FRESNO,FKU-7654,2004-06-26,2004-06-26,LOC,5000,CONTROL BURN,2004,1,2000-06-26
BDU-6547,LOS ANGELES,ASSIST ANF (INTERSTATE06/26/04,2004-06-26,2004-06-26,USFS,300,HUMAN,2004,1,2000-06-26
MMU-018987MARIPOSA,NA,MEADOW,2004-06-27,2004-07-01,USFS,5060,LIGHTNING,2004,5,2000-06-27
LNP-2017,SHASTA,BLUFF WFU,2004-06-28,2004-06-28,NPS,3304,LIGHTNING,2004,1,2000-06-28
BEU-002411,MONTEREY,CABEU002411 (CHULAR),2004-06-30,2004-07-01,CDF,300,POWERLINE,2004,2,2000-06-30
MVU-5269,SAN DIEGO,WARNER,2004-07-01,2004-07-01,CDF,600,UNDETERMINED,2004,1,2000-07-01
TGU-003837,TUOLUMNE,"BLACK, H",2004-07-01,2004-07-01,CDF,375,LIGHTNING,2004,1,2000-07-01
SCU-3829,SANTA CRUZ,CORRAL HOLLOW,2004-07-10,2004-07-11,CDF,700,ELEC. POW.,2004,2,2000-07-10
RRU-055439,RIVERSIDE,VERBENIA,2004-07-11,2004-07-16,CDF,3833,UNDETERMINED,2004,6,2000-07-11
FKU-08513,FRESNO,GATOS,2004-07-11,2004-07-13,CDF,1307,POWERLINE,2004,3,2000-07-11
BDU-7509,LOS ANGELES,PINE,2004-07-12,2004-07-21,CC,17418,HUMAN,2004,10,2000-07-12
MVU-5659,SAN DIEGO,MATAGUARY,2004-07-13,2004-07-15,CDF,8649,P/W/F,2004,3,2000-07-13
RRU-056039,RIVERSIDE,LAKEVIEW,2004-07-13,2004-07-13,CDF,350,UNDETERMINED,2004,1,2000-07-13
NEU-011956,PLACER,SUNSET,2004-07-13,2004-07-13,LOC,320,UNDETERMINED,2004,1,2000-07-13
TUU-008451,KERN,ROCKYKRN#1,2004-07-14,2004-07-14,CC,510,UI,2004,1,2000-07-14
SCU-003929,SANTA CLARA,SILVER,2004-07-15,2004-07-16,LOC,435,UI,2004,2,2000-07-15
BDU-7498,LOS ANGELES,ASSIST (FOOTHILL),2004-07-17,2004-07-21,CC/USFS,6002,UI,2004,5,2000-07-17
RRU-57236,RIVERSIDE,STATE (MELTON),2004-07-17,2004-07-20,CDF,3667,MISC.,2004,4,2000-07-17
FKU-008892,FRESNO,MENDOTA,2004-07-18,2004-07-18,LOC,500,SMOKING,2004,1,2000-07-18
TUU-5791,STANISLAUS,PELICAN,2004-07-19,2004-07-24,LOC,1500,HUMAN,2004,6,2000-07-19
SBC-5251,SANTA BARBARA,JALAMA,2004-07-20,2004-07-22,LOC,307,UI,2004,3,2000-07-20
LMU-2537,LASSEN,STRAYLOR,2004-07-22,2004-07-29,CDF,3422,VEHICLE,2004,8,2000-07-22
RRU-58691,RIVERSIDE,STATE,2004-07-22,2004-07-22,CDF,750,UNDETERMINED,2004,1,2000-07-22
TUU-008884,KERN,USFS #6 (CAMP),2004-07-22,2004-07-23,USFS,700,HUMAN,2004,2,2000-07-22
ANF-002517,LOS ANGELES,ASSIST (CROWN COMPLE 07/20/04,2004-07-23,2004-07-23,USFS,18026,HUMAN,2004,1,2000-07-23
SKU-003140,SISKIYOU,IRONGATE,2004-07-24,2004-07-26,CDF,2400,LIGHTNING,2004,3,2000-07-24
SKU-003136,SISKIYOU,LIGHT#37,2004-07-24,2004-07-24,CDF,400,LIGHTNING,2004,1,2000-07-24
TCU-006431,CALAVERAS,ARMSTRONG #2,2004-07-27,2004-08-14,CDF,879,ARSON,2004,19,2000-07-27
SRF-3784,TRINITY/HUMBOLDTSIMS,SIMS,2004-07-28,2004-08-03,USFS,4030,UI,2004,7,2000-07-28
TCU-006440,CALAVERAS,HWY 4 #2,2004-08-06,2004-08-09,CDF,3443,UNDETERMINED,2004,4,2000-08-06
BDU-9291,LOS ANGELES,EAST ANF 2861,2004-08-07,2004-08-09,USFS,1330,N/A,2004,3,2000-08-07
SCU-4410,SANTA CLARA,KINCAID,2004-08-08,2004-08-10,CDF,1246,UNDETERMINED,2004,3,2000-08-08
NEU-13741,PLACER,STEVENS,2004-08-08,2004-08-12,CDF,934,ELEC. POW.,2004,5,2000-08-08
MEU-006378,MENDOCINO,CREEK,2004-08-08,2004-08-11,CDF,328,UNDETERMINED,2004,4,2000-08-08
TCU-006563,CALAVERAS,HUNT,2004-08-10,2004-08-12,CDF,600,EQUIP. USE,2004,3,2000-08-10
SHU-006278,SHASTA,BEAR,2004-08-11,2004-08-16,CDF,10848,EQUIP. USE,2004,6,2000-08-11
BTU-009671,BUTTE,OREGON,2004-08-11,2004-08-15,CDF,2030,ELEC. POW.,2004,5,2000-08-11
TCU-006534,TUOLUMNE,EARLY,2004-08-11,2004-08-09,USFS,1670,UI,2004,-1,2000-08-11
TUU-009943,TULARE,DEEP,2004-08-12,2004-08-16,USFS,3148,HUMAN,2004,5,2000-08-12
LMU-2930,LASSEN,NOD BBT4 (SNAKE),2004-08-13,2004-08-16,BLM,500,LIGHTNING,2004,4,2000-08-13
NOD-2946,LASSEN,STONEY,2004-08-13,2004-08-16,BLM,500,LIGHTNING,2004,4,2000-08-13
LMU-002930,LASSEN,LGT#60 (BELFAST),2004-08-13,2004-08-16,CDF/BLM,500,LIGHTNING,2004,4,2000-08-13
SHU-006398,SHASTA,FRENCH,2004-08-14,2004-08-20,CDF,13005,UNDETERMINED,2004,7,2000-08-14
LNU-6125,SOLANO,MIX (VACA),2004-08-18,2004-08-20,CDF,377,ARSON,2004,3,2000-08-18
LNU-006346,LAKE/SONOMA,LONG,2004-08-26,2004-08-26,CDF,400,UNDETERMINED,2004,1,2000-08-26
MMU-016500,MARIPOSA,BEAR,2004-09-02,2004-09-04,CDF,400,UNDETERMINED,2004,3,2000-09-02
LNU-006644,LAKE,GEYSERS,2004-09-03,2004-09-08,CDF,12525,ELEC. POW.,2004,6,2000-09-03
TCU-007413,CALAVERAS,PATTISON,2004-09-03,2004-09-05,CDF,2476,VEHICLE,2004,3,2000-09-03
LNU-006675,NAPA,CEMENT,2004-09-04,2004-09-04,CDF,1100,UNDETERMINED,2004,1,2000-09-04
AEU-015503,SACRAMENTO,SCOTT,2004-09-04,2004-09-04,CDF,700,UNDETERMINED,2004,1,2000-09-04
BDU-9520,SAN,ASSIST - RUNAWAY,2004-09-07,2004-09-09,USFS,1007,UI,2004,3,2000-09-07
LNU-6821,MARIN,DOLCINI,2004-09-07,2004-09-09,CC,360,UI,2004,3,2000-09-07
TUU-11429,KERN,CHINA,2004-09-11,2004-09-12,USFS,314,UI,2004,2,2000-09-11
MMU-017290,MARIPOSA,OLD HIGHWAY,2004-09-12,2004-09-15,CDF,1347,DEBRIS,2004,4,2000-09-12
TCU-007765,TUOLUMNE,STF #2191,2004-09-12,2004-09-12,USFS,800,UI,2004,1,2000-09-12
MVU-007603,SAN,BORDER #16,2004-09-13,2004-09-13,CDF,965,UNDETERMINED,2004,1,2000-09-13
AEU-017646,AMADOR,POWER,2004-10-06,2004-10-21,USFS,16800,UI,2004,16,2000-10-06
LNU-007867,YOLO,RUMSEY,2004-10-10,2004-10-16,CDF,39138,UNDETERMINED,2004,7,2000-10-10
AEU-018044EL,DORADO,FREDS,2004-10-13,2004-10-17,USFS,7700,UI,2004,5,2000-10-13
MMU-17739,MADERA,URUTTA,2005-05-01,2005-09-15,CDF,435,UNDET.,2005,138,2000-05-01
FKU-5279,FRESNO,CLAYTON,2005-05-15,2005-05-16,LOCAL,300,ARSON,2005,2,2000-05-15
FKU-5326,FRESNO,MENDOTA,2005-05-17,2005-05-17,LOCAL,800,RAILROAD,2005,1,2000-05-17
FKU-5337,FRESNO,BLM #1(APRICOT),2005-05-17,2005-05-17,CDF/BLM,667,CAMPFIRE,2005,1,2000-05-17
